Age,EdLevel,Employment,Gender,YearsOfExperience,Status
23,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,2,
21,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,4,
23,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,2,
39,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Student,Man,NA,
23,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Woman,1,
23,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,Less than 1 year,
43,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,20,
29,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,3,
27,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,7,
28,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,3,
26,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,5,
32,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,10,
33,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,8,
30,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,11,
29,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,3,
30,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,9,
32,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,3,
29,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,4,
24,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,2,
26,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,5,
28,"Other doctoral degree (Ph.D., Ed.D., etc.)",Employed full-time,Man,5,
37,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,15,
40,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,15,
29,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,4,
24,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,3,
32,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,5,
49,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,27,
35,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,12,
37,"Other doctoral degree (Ph.D., Ed.D., etc.)",Employed full-time,Man,10,
24,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Student,Man,NA,
42,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,12,
26,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,2,
36,"Other doctoral degree (Ph.D., Ed.D., etc.)",Employed full-time,Man,13,
30,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,14,
24,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,1,
26,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,5,
34,"Bachelor's degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",Man,10,
27,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,5,
25,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,1,
32,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,8,
25,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,5,
28,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,3,
28,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,10,
29,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,5,
23,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,2,
59,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,28,
42,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)","Independent contractor, freelancer, or self-employed",Man,20,
24,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,5,
37,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,10,
29,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,6,
39,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,16,
47,"Other doctoral degree (Ph.D., Ed.D., etc.)",Employed full-time,Man,21,
36,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,8,
38,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,10,
32,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,1,
22,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,2,
25,"Bachelor's degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",Man,4,
27,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,4,
40,"Bachelor's degree (B.A., B.S., B.Eng., etc.)","Not employed, but looking for work",Man,NA,
25,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,3,
24,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,2,
24,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,3,
38,"Bachelor's degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",Man,10,
26,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,5,
34,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,11,
35,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)","Independent contractor, freelancer, or self-employed",Man,12,
30,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,5,
62,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,40,
26,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,3,
28,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,6,
26,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,5,
34,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,10,
27,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,7,
40,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Woman,16,
32,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,10,
27,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,5,
25,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,Less than 1 year,
34,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,7,
49,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,25,
32,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,8,
36,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,8,
24,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,4,
25,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Student,Man,NA,
30,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,9,
37,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,12,
35,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,14,
41,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,16,
32,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,10,
26,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,4,
29,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,8,
38,"Other doctoral degree (Ph.D., Ed.D., etc.)",Employed full-time,Man,12,
37,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,13,
41,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,20,
26,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,5,
36,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,4,
20,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Student,Man,NA,
34,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,14,
42,"Bachelor's degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",Man,26,
29,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,3,
23,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,2,
27,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Student,Man,NA,
26,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,3,
31,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,10,
31,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,5,
29,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,5,
26,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,2,
26,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,Less than 1 year,
27,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,3,
31,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,5,
43,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,22,
27,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,8,
25,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,4,
34,"Bachelor's degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",Man,12,
33,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,10,
44,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,24,
23,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,Less than 1 year,
27,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,2,
26,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,"Non-binary, genderqueer, or gender non-conforming",2,
40,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,12,
32,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,12,
25,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,Less than 1 year,
33,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,11,
38,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,6,
39,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,13,
30,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,4,
28,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,2,
27,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,9,
31,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,14,
48,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Woman,25,
20,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Student,Man,NA,
28,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,4,
43,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,20,
27,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,3,
24,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,2,
20,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Student,Man,NA,
28,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,6,
23,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,2,
31,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,10,
23,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Woman,1,
29,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,Less than 1 year,
33,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,15,
33,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,10,
46,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,3,
37,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Woman,Less than 1 year,
26,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,3,
31,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,5,
42,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,6,
28,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,2,
46,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Woman,15,
40,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,11,
35,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,14,
27,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,5,
28,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,2,
35,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,9,
27,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,6,
25,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,4,
30,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,3,
29,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,5,
29,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,3,
30,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,9,
28,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,5,
36,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,13,
28,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,9,
22,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,Less than 1 year,
64,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,30,
35,"Bachelor's degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",Man,15,
24,"Other doctoral degree (Ph.D., Ed.D., etc.)",Employed full-time,Man,2,
32,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,1,
33,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,12,
34,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,10,
30,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,4,
36,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,3,
35,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,11,
33,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,10,
30,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,6,
25,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,4,
30,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Student,Man,NA,
32,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,3,
25,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,4,
20,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Student,Man,NA,
22,"Bachelor's degree (B.A., B.S., B.Eng., etc.)","Not employed, but looking for work",Man,NA,
42,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,18,
25,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,2,
26,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)","Not employed, but looking for work",Man,NA,
25,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,8,
28,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,6,
24,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,6,
27,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,5,
24,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,2,
25,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,8,
56,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,33,
23,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,2,
23,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,3,
34,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,15,
23,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,2,
29,"Bachelor's degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",Man,8,
26,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,4,
40,"Other doctoral degree (Ph.D., Ed.D., etc.)",Employed full-time,Man,15,
23,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Student,Man,NA,
54,"Other doctoral degree (Ph.D., Ed.D., etc.)",Employed full-time,Man,31,
29,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,6,
21,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,3,
25,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,3,
26,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,4,
26,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,3,
41,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,20,
21,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Student,Man,NA,
24,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,1,
33,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)","Not employed, but looking for work",Man,NA,
24,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,3,
42,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,17,
27,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,3,
23,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,Less than 1 year,
30,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,8,
35,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,12,
23,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Student,Woman,NA,
23,"Bachelor's degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",Man,NA,
23,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,2,
29,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,5,
45,"Bachelor's degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",Man,30,
25,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,3,
27,"Bachelor's degree (B.A., B.S., B.Eng., etc.)","Not employed, but looking for work",Man,NA,
39,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,17,
34,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,8,
28,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,5,
38,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,15,
25,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,4,
26,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Woman,3,
42,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,15,
27,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,3,
28,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,5,
24,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Woman,2,
27,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,4,
29,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Woman,2,
25,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,4,
40,"Bachelor's degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",Man,8,
25,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,1,
27,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,2,
37,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,17,
25,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,4,
37,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,13,
31,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,6,
29,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,5,
37,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,13,
21,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Student,Man,NA,
25,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,3,
25,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)","Not employed, but looking for work",Man,NA,
31,"Other doctoral degree (Ph.D., Ed.D., etc.)",Employed full-time,Man,5,
40,"Bachelor's degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",Man,18,
38,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,18,
21,"Bachelor's degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",Man,3,
54,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,27,
28,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,8,
36,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,6,
26,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,5,
28,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,5,
25,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,3,
21,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Student,Man,NA,
26,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,2,
28,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,3,
31,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,6,
28,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,6,
24,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,Less than 1 year,
23,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,1,
21,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,3,
25,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,3,
23,"Bachelor's degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",Man,NA,
31,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,9,
21,"Bachelor's degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",Man,2,
35,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,NA,
25,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Woman,2,
38,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,13,
24,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,6,
30,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,6,
42,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,25,
26,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Woman,2,
55,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,31,
26,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,5,
23,"Bachelor's degree (B.A., B.S., B.Eng., etc.)","Not employed, but looking for work",Man,NA,
42,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,15,
44,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,19,
32,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,11,
28,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,6,
23,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,2,
32,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,4,
24,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,2,
26,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Woman,4,
38,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,8,
36,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,15,
26,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,3,
40,"Bachelor's degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",Man,18,
36,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Student,Man,NA,
23,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,Less than 1 year,
50,"Other doctoral degree (Ph.D., Ed.D., etc.)",Employed full-time,Man,10,
43,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,19,
24,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,Less than 1 year,
36,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,10,
29,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Woman,10,
35,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,7,
25,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Woman,1,
25,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,3,
32,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,8,
26,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,4,
31,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,6,
24,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,4,
39,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,20,
45,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,22,
42,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,20,
